model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        0.40,        0.46,        0.53,        0.52,        0.58,        0.65,        0.73,        0.80,        0.89
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.04,        0.04,        0.05,        0.04,        0.05,        0.05,        0.06,        0.06,        0.07
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.07,        0.09,        0.11,        0.14,        0.17,        0.21,        0.25,        0.30,        0.35
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.02,        0.03,        0.04,        0.04,        0.05,        0.07,        0.08,        0.11,        0.14
REMES:EU 1.0,Reference,    Slovenia,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.03,        0.03,        0.03,        0.02,        0.02
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        1.10,        1.24,        1.40,        1.32,        1.42,        1.52,        1.64,        1.75,        1.87
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.06,        0.07,        0.08,        0.07,        0.07,        0.08,        0.08,        0.08,        0.08
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.27,        0.32,        0.38,        0.49,        0.57,        0.66,        0.76,        0.86,        0.96
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.07,        0.08,        0.10,        0.12,        0.15,        0.18,        0.22
REMES:EU 1.0,Reference,    Slovakia,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.03,        0.03,        0.03,        0.03,        0.03
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.01,        0.01
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.06,        0.08,        0.08,        0.09,        0.08,        0.08,        0.06
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.02,        0.03,        0.03,        0.04,        0.04,        0.05,        0.05,        0.06,        0.07
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        1.00,        1.16,        1.34,        1.40,        1.57,        1.76,        1.96,        2.18,        2.42
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.24,        0.27,        0.29,        0.31,        0.34,        0.37,        0.40,        0.44,        0.48
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.31,        0.38,        0.45,        0.57,        0.68,        0.81,        0.96,        1.12,        1.31
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.03,        0.03,        0.04,        0.04,        0.05,        0.06
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.02,        0.02,        0.02,        0.03,        0.04,        0.05,        0.06
REMES:EU 1.0,Reference, Switzerland,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01
REMES:EU 1.0,Reference,      Norway,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Norway,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.02,        0.03,        0.03,        0.03,        0.02
REMES:EU 1.0,Reference,      Norway,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.03,        0.03,        0.03,        0.03,        0.02,        0.02,        0.00
